Date,High,Low,Open,Close,Volume,Adj Close
2007-01-03,1429.4200439453125,1407.8599853515625,1418.030029296875,1416.5999755859375,3429160000,1416.5999755859375
2007-01-04,1421.8399658203125,1408.4300537109375,1416.5999755859375,1418.3399658203125,3004460000,1418.3399658203125
2007-01-05,1418.3399658203125,1405.75,1418.3399658203125,1409.7099609375,2919400000,1409.7099609375
2007-01-08,1414.97998046875,1403.969970703125,1409.260009765625,1412.8399658203125,2763340000,1412.8399658203125
2007-01-09,1415.6099853515625,1405.4200439453125,1412.8399658203125,1412.1099853515625,3038380000,1412.1099853515625
2007-01-10,1415.989990234375,1405.3199462890625,1408.699951171875,1414.8499755859375,2764660000,1414.8499755859375
2007-01-11,1427.1199951171875,1414.8399658203125,1414.8399658203125,1423.8199462890625,2857870000,1423.8199462890625
2007-01-12,1431.22998046875,1422.5799560546875,1423.8199462890625,1430.72998046875,2686480000,1430.72998046875
2007-01-16,1433.9300537109375,1428.6199951171875,1430.72998046875,1431.9000244140625,2599530000,1431.9000244140625
2007-01-17,1435.27001953125,1428.5699462890625,1431.77001953125,1430.6199951171875,2690270000,1430.6199951171875
2007-01-18,1432.9599609375,1424.2099609375,1430.5899658203125,1426.3699951171875,2822430000,1426.3699951171875
2007-01-19,1431.5699462890625,1425.18994140625,1426.3499755859375,1430.5,2777480000,1430.5
2007-01-22,1431.3900146484375,1420.4000244140625,1430.469970703125,1422.949951171875,2540120000,1422.949951171875
2007-01-23,1431.3299560546875,1421.6600341796875,1422.949951171875,1427.989990234375,2975070000,1427.989990234375
2007-01-24,1440.1400146484375,1427.9599609375,1427.9599609375,1440.1300048828125,2783180000,1440.1300048828125
2007-01-25,1440.68994140625,1422.3399658203125,1440.1199951171875,1423.9000244140625,2994330000,1423.9000244140625
2007-01-26,1427.27001953125,1416.9599609375,1423.9000244140625,1422.1800537109375,2626620000,1422.1800537109375
2007-01-29,1426.93994140625,1418.4599609375,1422.030029296875,1420.6199951171875,2730480000,1420.6199951171875
2007-01-30,1428.8199462890625,1420.6099853515625,1420.6099853515625,1428.8199462890625,2706250000,1428.8199462890625
2007-01-31,1441.6099853515625,1424.780029296875,1428.6500244140625,1438.239990234375,2976690000,1438.239990234375
2007-02-01,1446.6400146484375,1437.9000244140625,1437.9000244140625,1445.93994140625,2914890000,1445.93994140625
2007-02-02,1449.3299560546875,1444.489990234375,1445.93994140625,1448.3900146484375,2569450000,1448.3900146484375
2007-02-05,1449.3800048828125,1443.8499755859375,1448.3299560546875,1446.989990234375,2439430000,1446.989990234375
2007-02-06,1450.18994140625,1443.4000244140625,1446.97998046875,1448.0,2608710000,1448.0
2007-02-07,1452.989990234375,1446.43994140625,1447.4100341796875,1450.02001953125,2618820000,1450.02001953125
2007-02-08,1450.449951171875,1442.81005859375,1449.989990234375,1448.31005859375,2816180000,1448.31005859375
2007-02-09,1452.449951171875,1433.43994140625,1448.25,1438.06005859375,2951810000,1438.06005859375
2007-02-12,1439.1099853515625,1431.43994140625,1438.0,1433.3699951171875,2395680000,1433.3699951171875
2007-02-13,1444.4100341796875,1433.219970703125,1433.219970703125,1444.260009765625,2652150000,1444.260009765625
2007-02-14,1457.6500244140625,1443.9100341796875,1443.9100341796875,1455.300048828125,2699290000,1455.300048828125
2007-02-15,1457.969970703125,1453.18994140625,1455.1500244140625,1456.81005859375,2490920000,1456.81005859375
2007-02-16,1456.77001953125,1451.5699462890625,1456.77001953125,1455.5400390625,2399450000,1455.5400390625
2007-02-20,1460.530029296875,1449.199951171875,1455.530029296875,1459.6800537109375,2337860000,1459.6800537109375
